User 40981798: 8660 followers
User 43003845: 7700 followers
User 22462180: 7623 followers
User 34428380: 7558 followers
User 115485051: 4798 followers
User 15913: 4337 followers
User 3359851: 3986 followers
User 11348282: 3850 followers
User 7861312: 3712 followers
User 27633075: 3655 followers
User 31331740: 3623 followers
User 18996905: 3255 followers
User 7860742: 3197 followers
User 813286: 3172 followers
User 22784458: 2974 followers
User 17868918: 2904 followers
User 10671602: 2874 followers
User 117674417: 2858 followers
User 48485771: 2725 followers
User 34068984: 2693 followers
User 18927441: 2680 followers
User 83943787: 2678 followers
User 15853668: 2634 followers
User 1183041: 2593 followers
User 238260874: 2560 followers
User 8088112: 2539 followers
User 16464746: 2425 followers
User 16098603: 2399 followers
User 88323281: 2356 followers
User 18776017: 2346 followers
User 133055665: 2342 followers
User 263838766: 2317 followers
User 309366491: 2291 followers
User 90420314: 2241 followers
User 116036694: 2238 followers
User 31353077: 2209 followers
User 100318079: 2208 followers
User 14654965: 2122 followers
User 63485337: 2095 followers
User 59804598: 2083 followers
User 10350: 2073 followers
User 195475105: 2069 followers
User 16303106: 2031 followers
User 270449528: 2014 followers
User 151338729: 1981 followers
User 19358562: 1927 followers
User 24742040: 1897 followers
User 65913144: 1862 followers
User 26281970: 1821 followers
User 116952434: 1799 followers
User 30313925: 1775 followers
User 187773078: 1774 followers
User 5442012: 1763 followers
User 15234657: 1752 followers
User 79797834: 1742 followers
User 276706356: 1725 followers
User 16475194: 1718 followers
User 280935165: 1710 followers
User 27855118: 1696 followers
User 204317520: 1674 followers
User 121533789: 1668 followers
User 69592091: 1665 followers
User 82030021: 1657 followers
User 28465635: 1656 followers
User 18742444: 1625 followers
User 254839786: 1600 followers
User 972651: 1591 followers
User 47787563: 1568 followers
User 7872262: 1567 followers
User 14075928: 1559 followers
User 783214: 1550 followers
User 19040580: 1536 followers
User 14922225: 1529 followers
User 26929220: 1528 followers
User 284422688: 1524 followers
User 204140367: 1520 followers
User 93905958: 1496 followers
User 46423291: 1493 followers
User 19493072: 1491 followers
User 19802879: 1480 followers
User 21681252: 1479 followers
User 314316607: 1479 followers
User 14230524: 1472 followers
User 11928542: 1467 followers
User 428333: 1439 followers
User 24585498: 1437 followers
User 19725644: 1426 followers
User 22679419: 1411 followers
User 2367911: 1406 followers
User 17093617: 1405 followers
User 62581962: 1402 followers
User 17224642: 1399 followers
User 149538028: 1396 followers
User 15439395: 1395 followers
User 259842341: 1391 followers
User 173732041: 1385 followers
User 47161442: 1381 followers
User 153226312: 1378 followers
User 131601987: 1372 followers
User 229039814: 1370 followers
User 21436960: 1369 followers
User 158419434: 1357 followers
User 3829151: 1349 followers
User 56860418: 1342 followers
User 123371682: 1335 followers
User 196680777: 1335 followers
User 17759701: 1325 followers
User 144040563: 1320 followers
User 157829215: 1319 followers
User 657863: 1314 followers
User 29514951: 1314 followers
User 215785630: 1314 followers
User 274153775: 1310 followers
User 87764480: 1303 followers
User 96848570: 1283 followers
User 121258930: 1277 followers
User 28149277: 1271 followers
User 18713254: 1270 followers
User 16580226: 1265 followers
User 24641194: 1260 followers
User 15485441: 1254 followers
User 317076339: 1250 followers
User 25521487: 1247 followers
User 15222083: 1246 followers
User 16112634: 1244 followers
User 294198566: 1242 followers
User 45416789: 1230 followers
User 28123862: 1220 followers
User 9451052: 1218 followers
User 15924858: 1214 followers
User 18753000: 1214 followers
User 290097288: 1201 followers
User 302847930: 1200 followers
User 14498387: 1191 followers
User 111164068: 1190 followers
User 14824849: 1188 followers
User 307458983: 1187 followers
User 124528830: 1187 followers
User 35722372: 1182 followers
User 18666844: 1182 followers
User 112939321: 1181 followers
User 103598216: 1178 followers
User 50393960: 1174 followers
User 57986173: 1167 followers
User 440963134: 1160 followers
User 139162440: 1149 followers
User 24004172: 1140 followers
User 43933017: 1137 followers
User 20397258: 1130 followers
User 461410856: 1129 followers
User 104209445: 1124 followers
User 17092592: 1117 followers
User 90779436: 1116 followers
User 15661871: 1104 followers
User 18393773: 1099 followers
User 146155608: 1089 followers
User 43166813: 1087 followers
User 208132323: 1083 followers
User 42361118: 1080 followers
User 4620451: 1078 followers
User 225784456: 1077 followers
User 164880154: 1076 followers
User 187744415: 1076 followers
User 25026165: 1073 followers
User 73019162: 1068 followers
User 22705686: 1065 followers
User 206923844: 1062 followers
User 12925072: 1062 followers
User 816653: 1061 followers
User 47785747: 1058 followers
User 8470732: 1052 followers
User 22027186: 1049 followers
User 14269220: 1049 followers
User 46209291: 1046 followers
User 12611642: 1035 followers
User 172883064: 1034 followers
User 29758446: 1029 followers
User 24942585: 1027 followers
User 262340283: 1026 followers
User 18581803: 1014 followers
User 101859065: 1013 followers
User 15666380: 1009 followers
User 22461427: 1008 followers
User 17919972: 1007 followers
User 10228272: 995 followers
User 380580781: 992 followers
User 21111883: 992 followers
User 144631425: 989 followers
User 1344951: 988 followers
User 14348594: 986 followers
User 30364057: 985 followers
User 21447363: 972 followers
User 20060293: 970 followers
User 197504076: 970 followers
User 19637934: 967 followers
User 15473958: 965 followers
User 52758395: 958 followers
User 14448205: 955 followers
User 16669075: 947 followers
User 36198161: 940 followers
User 8004732: 939 followers
User 36735522: 938 followers
User 14464369: 937 followers
User 18069427: 932 followers
User 7846: 923 followers
User 26280712: 920 followers
User 15165493: 910 followers
User 16504528: 902 followers
User 175553601: 901 followers
User 170729553: 899 followers
User 131029775: 898 followers
User 7702232: 897 followers
User 15519544: 897 followers
User 16048740: 887 followers
User 15846407: 887 followers
User 131613362: 887 followers
User 19413393: 884 followers
User 141021153: 883 followers
User 3443591: 880 followers
User 191924526: 880 followers
User 21158690: 877 followers
User 24081780: 877 followers
User 20240002: 874 followers
User 154309021: 869 followers
User 60968363: 866 followers
User 16097743: 865 followers
User 807095: 864 followers
User 25473689: 859 followers
User 259379883: 859 followers
User 188443111: 858 followers
User 141508391: 854 followers
User 116498875: 851 followers
User 8295072: 848 followers
User 14303746: 846 followers
User 16453996: 835 followers
User 304462046: 834 followers
User 94918917: 829 followers
User 43170475: 828 followers
User 13687132: 822 followers
User 22841103: 822 followers
User 610533: 821 followers
User 35926608: 814 followers
User 430268163: 811 followers
User 66499322: 811 followers
User 189898898: 811 followers
User 15165502: 811 followers
User 126444583: 809 followers
User 3245291: 807 followers
User 181701688: 803 followers
User 230880104: 803 followers
User 59414975: 803 followers
User 73381700: 802 followers
User 20273398: 801 followers
User 50115087: 801 followers
User 184637153: 800 followers
User 217856118: 798 followers
User 759251: 793 followers
User 20471349: 792 followers
User 223702895: 790 followers
User 16674726: 790 followers
User 376946114: 790 followers
User 182609394: 789 followers
User 36803580: 786 followers
User 14645160: 785 followers
User 20536157: 780 followers
User 21195122: 780 followers
User 222261763: 775 followers
User 20291791: 774 followers
User 138003731: 769 followers
User 14691709: 767 followers
User 17346342: 766 followers
User 221829166: 765 followers
User 2172: 765 followers
User 143950772: 765 followers
User 63787760: 763 followers
User 191548936: 761 followers
User 749863: 759 followers
User 20880546: 759 followers
User 20: 757 followers
User 14145493: 756 followers
User 93885127: 752 followers
User 165436952: 751 followers
User 28521141: 749 followers
User 17116707: 749 followers
User 161418822: 749 followers
User 643653: 748 followers
User 14944532: 744 followers
User 250303199: 743 followers
User 266182056: 741 followers
User 107830991: 741 followers
User 28735548: 739 followers
User 217796457: 739 followers
User 12121162: 736 followers
User 61040299: 736 followers
User 127973392: 732 followers
User 20747847: 729 followers
User 204089551: 726 followers
User 33423: 726 followers
User 9624742: 726 followers
User 10078882: 725 followers
User 430182387: 724 followers
User 14139971: 723 followers
User 155976326: 723 followers
User 37699718: 721 followers
User 14983833: 718 followers
User 61853389: 718 followers
User 111210694: 717 followers
User 18951737: 715 followers
User 1134701: 715 followers
User 160237722: 713 followers
User 214968599: 712 followers
User 119228619: 712 followers
User 198327282: 708 followers
User 14074515: 706 followers
User 148745060: 706 followers
User 82453323: 703 followers
User 126881128: 702 followers
User 310741786: 700 followers
User 19840198: 699 followers
User 23822446: 699 followers
User 18948541: 699 followers
User 15112961: 696 followers
User 14693823: 696 followers
User 439788025: 696 followers
User 17759158: 693 followers
User 70492333: 686 followers
User 14199378: 685 followers
User 31572616: 682 followers
User 101204352: 681 followers
User 258140947: 679 followers
User 14506253: 678 followers
User 29872754: 676 followers
User 216088014: 676 followers
User 113859309: 675 followers
User 189875309: 672 followers
User 6581292: 672 followers
User 86336234: 671 followers
User 36629388: 670 followers
User 16245822: 670 followers
User 18021714: 670 followers
User 6480682: 670 followers
User 47766490: 667 followers
User 235216483: 666 followers
User 20935355: 666 followers
User 62609430: 665 followers
User 2384071: 664 followers
User 131333738: 664 followers
User 181162395: 663 followers
User 220729949: 661 followers
User 17781165: 661 followers
User 86221475: 660 followers
User 250831586: 659 followers
User 100174502: 657 followers
User 40076725: 656 followers
User 95980722: 655 followers
User 29145184: 653 followers
User 28719244: 650 followers
User 18963070: 648 followers
User 1065921: 648 followers
User 46220856: 647 followers
User 13176312: 647 followers
User 2779821: 644 followers
User 28192145: 644 followers
User 2100521: 643 followers
User 14575846: 641 followers
User 358775055: 640 followers
User 38070776: 638 followers
User 18194898: 637 followers
User 91409081: 637 followers
User 110315478: 636 followers
User 10810102: 636 followers
User 44473103: 636 followers
User 71606873: 636 followers
User 361142565: 635 followers
User 85343184: 634 followers
User 14180231: 633 followers
User 17915692: 632 followers
User 273120131: 631 followers
User 94414805: 630 followers
User 104352067: 629 followers
User 64285972: 628 followers
User 214328887: 628 followers
User 15029953: 623 followers
User 6608332: 621 followers
User 65707359: 619 followers
User 347412328: 617 followers
User 14471778: 617 followers
User 71383220: 613 followers
User 83883736: 612 followers
User 12: 611 followers
User 15712979: 611 followers
User 85891683: 608 followers
User 121825928: 607 followers
User 34743251: 607 followers
User 14589257: 607 followers
User 14982575: 607 followers
User 104301012: 605 followers
User 200214366: 605 followers
User 297801196: 599 followers
User 21556071: 597 followers
User 15838599: 595 followers
User 188108667: 594 followers
User 16567106: 592 followers
User 6519522: 592 followers
User 241214783: 589 followers
User 73992972: 589 followers
User 216843160: 588 followers
User 21549924: 587 followers
User 14677919: 584 followers
User 14666401: 582 followers
